name,description,pricePerNight,maxGuests,bedrooms,bathrooms,beds,quantity,size,status,propertyName,imageUrls
Junior Suite Rennes,"Junior suite avec salon séparé, baignoire et vue sur la ville.",190,2,1,1,1,1,36,available,Rennes Bretagne,https://picsum.photos/seed/room-rennes-bretagne-7/800/600;https://picsum.photos/seed/room-rennes-bretagne-7-b/800/600
Suite Panorama Rennes,Suite avec balcon ou terrasse et vue panoramique sur les environs.,218,2,1,1,1,1,42,available,Rennes Bretagne,https://picsum.photos/seed/room-rennes-bretagne-8/800/600
Suite Prestige Rennes,Suite haut de gamme avec service de chambre 24h/24 et produits d'accueil bio.,253,2,1,1,1,1,48,maintenance,Rennes Bretagne,https://picsum.photos/seed/room-rennes-bretagne-9/800/600
Chambre Économique Rennes,Option économique propre et fonctionnelle pour courts séjours.,86,1,1,1,1,1,16,available,Rennes Bretagne,https://picsum.photos/seed/room-rennes-bretagne-10/800/600;https://picsum.photos/seed/room-rennes-bretagne-10-b/800/600
Chambre Accessible PMR Rennes,"Chambre adaptée mobilité réduite, douche à l'italienne et barres d'appui.",121,2,1,1,1,1,25,available,Rennes Bretagne,https://picsum.photos/seed/room-rennes-bretagne-11/800/600
Duplex Vue Rennes,"Duplex avec mezzanine, salon et literie king size pour séjours prolongés.",201,3,1,1,2,1,45,maintenance,Rennes Bretagne,https://picsum.photos/seed/room-rennes-bretagne-12/800/600
Chambre Standard Grenoble,"Chambre confortable avec literie premium, climatisation et Wi-Fi fibre.",125,2,1,1,1,1,22,available,Grenoble Alpes,https://picsum.photos/seed/room-grenoble-alpes-1/800/600;https://picsum.photos/seed/room-grenoble-alpes-1-b/800/600
Chambre Supérieure Grenoble,"Espace optimisé avec bureau, machine Nespresso et salle de bain moderne.",144,2,1,1,1,1,26,available,Grenoble Alpes,https://picsum.photos/seed/room-grenoble-alpes-2/800/600
Chambre Deluxe Grenoble,"Chambre spacieuse avec vue partielle, minibar et peignoirs fournis.",169,2,1,1,1,1,30,available,Grenoble Alpes,https://picsum.photos/seed/room-grenoble-alpes-3/800/600
Chambre Twin Grenoble,"Deux lits simples idéale pour collègues ou amis, espace rangement généreux.",138,2,1,1,2,1,24,available,Grenoble Alpes,https://picsum.photos/seed/room-grenoble-alpes-4/800/600;https://picsum.photos/seed/room-grenoble-alpes-4-b/800/600
Chambre Familiale Grenoble,Grande chambre pouvant accueillir jusqu'à quatre personnes avec canapé-lit.,181,4,2,1,2,1,38,available,Grenoble Alpes,https://picsum.photos/seed/room-grenoble-alpes-5/800/600
Studio Affaires Grenoble,"Studio avec coin bureau, prise USB-C et accès salle de réunion sur demande.",150,1,1,1,1,1,28,occupied,Grenoble Alpes,https://picsum.photos/seed/room-grenoble-alpes-6/800/600
Junior Suite Grenoble,"Junior suite avec salon séparé, baignoire et vue sur la ville.",206,2,1,1,1,1,36,available,Grenoble Alpes,https://picsum.photos/seed/room-grenoble-alpes-7/800/600;https://picsum.photos/seed/room-grenoble-alpes-7-b/800/600
Suite Panorama Grenoble,Suite avec balcon ou terrasse et vue panoramique sur les environs.,238,2,1,1,1,1,42,available,Grenoble Alpes,https://picsum.photos/seed/room-grenoble-alpes-8/800/600
Suite Prestige Grenoble,Suite haut de gamme avec service de chambre 24h/24 et produits d'accueil bio.,275,2,1,1,1,1,48,maintenance,Grenoble Alpes,https://picsum.photos/seed/room-grenoble-alpes-9/800/600
Chambre Économique Grenoble,Option économique propre et fonctionnelle pour courts séjours.,94,1,1,1,1,1,16,available,Grenoble Alpes,https://picsum.photos/seed/room-grenoble-alpes-10/800/600;https://picsum.photos/seed/room-grenoble-alpes-10-b/800/600
Chambre Accessible PMR Grenoble,"Chambre adaptée mobilité réduite, douche à l'italienne et barres d'appui.",131,2,1,1,1,1,25,available,Grenoble Alpes,https://picsum.photos/seed/room-grenoble-alpes-11/800/600
Duplex Vue Grenoble,"Duplex avec mezzanine, salon et literie king size pour séjours prolongés.",219,3,1,1,2,1,45,maintenance,Grenoble Alpes,https://picsum.photos/seed/room-grenoble-alpes-12/800/600
Chambre Standard Annecy,"Chambre confortable avec literie premium, climatisation et Wi-Fi fibre.",165,2,1,1,1,1,22,available,Annecy Lac,https://picsum.photos/seed/room-annecy-lac-1/800/600;https://picsum.photos/seed/room-annecy-lac-1-b/800/600
Chambre Supérieure Annecy,"Espace optimisé avec bureau, machine Nespresso et salle de bain moderne.",190,2,1,1,1,1,26,available,Annecy Lac,https://picsum.photos/seed/room-annecy-lac-2/800/600
Chambre Deluxe Annecy,"Chambre spacieuse avec vue partielle, minibar et peignoirs fournis.",223,2,1,1,1,1,30,available,Annecy Lac,https://picsum.photos/seed/room-annecy-lac-3/800/600
Chambre Twin Annecy,"Deux lits simples idéale pour collègues ou amis, espace rangement généreux.",182,2,1,1,2,1,24,available,Annecy Lac,https://picsum.photos/seed/room-annecy-lac-4/800/600;https://picsum.photos/seed/room-annecy-lac-4-b/800/600
Chambre Familiale Annecy,Grande chambre pouvant accueillir jusqu'à quatre personnes avec canapé-lit.,239,4,2,1,2,1,38,available,Annecy Lac,https://picsum.photos/seed/room-annecy-lac-5/800/600
Studio Affaires Annecy,"Studio avec coin bureau, prise USB-C et accès salle de réunion sur demande.",198,1,1,1,1,1,28,occupied,Annecy Lac,https://picsum.photos/seed/room-annecy-lac-6/800/600
Junior Suite Annecy,"Junior suite avec salon séparé, baignoire et vue sur la ville.",272,2,1,1,1,1,36,available,Annecy Lac,https://picsum.photos/seed/room-annecy-lac-7/800/600;https://picsum.photos/seed/room-annecy-lac-7-b/800/600
Suite Panorama Annecy,Suite avec balcon ou terrasse et vue panoramique sur les environs.,314,2,1,1,1,1,42,available,Annecy Lac,https://picsum.photos/seed/room-annecy-lac-8/800/600
Suite Prestige Annecy,Suite haut de gamme avec service de chambre 24h/24 et produits d'accueil bio. Accès spa et late check-out sur demande.,363,2,1,1,1,1,48,maintenance,Annecy Lac,https://picsum.photos/seed/room-annecy-lac-9/800/600
Chambre Économique Annecy,Option économique propre et fonctionnelle pour courts séjours.,124,1,1,1,1,1,16,available,Annecy Lac,https://picsum.photos/seed/room-annecy-lac-10/800/600;https://picsum.photos/seed/room-annecy-lac-10-b/800/600
Chambre Accessible PMR Annecy,"Chambre adaptée mobilité réduite, douche à l'italienne et barres d'appui.",173,2,1,1,1,1,25,available,Annecy Lac,https://picsum.photos/seed/room-annecy-lac-11/800/600
Duplex Vue Annecy,"Duplex avec mezzanine, salon et literie king size pour séjours prolongés.",289,3,1,1,2,1,45,maintenance,Annecy Lac,https://picsum.photos/seed/room-annecy-lac-12/800/600
Chambre Standard Biarritz,"Chambre confortable avec literie premium, climatisation et Wi-Fi fibre.",140,2,1,1,1,1,22,available,Biarritz Océan,https://picsum.photos/seed/room-biarritz-ocean-1/800/600;https://picsum.photos/seed/room-biarritz-ocean-1-b/800/600
Chambre Supérieure Biarritz,"Espace optimisé avec bureau, machine Nespresso et salle de bain moderne.",161,2,1,1,1,1,26,available,Biarritz Océan,https://picsum.photos/seed/room-biarritz-ocean-2/800/600
Chambre Deluxe Biarritz,"Chambre spacieuse avec vue partielle, minibar et peignoirs fournis.",189,2,1,1,1,1,30,available,Biarritz Océan,https://picsum.photos/seed/room-biarritz-ocean-3/800/600
Chambre Twin Biarritz,"Deux lits simples idéale pour collègues ou amis, espace rangement généreux.",154,2,1,1,2,1,24,available,Biarritz Océan,https://picsum.photos/seed/room-biarritz-ocean-4/800/600;https://picsum.photos/seed/room-biarritz-ocean-4-b/800/600
Chambre Familiale Biarritz,Grande chambre pouvant accueillir jusqu'à quatre personnes avec canapé-lit.,203,4,2,1,2,1,38,available,Biarritz Océan,https://picsum.photos/seed/room-biarritz-ocean-5/800/600
Studio Affaires Biarritz,"Studio avec coin bureau, prise USB-C et accès salle de réunion sur demande.",168,1,1,1,1,1,28,occupied,Biarritz Océan,https://picsum.photos/seed/room-biarritz-ocean-6/800/600
Junior Suite Biarritz,"Junior suite avec salon séparé, baignoire et vue sur la ville.",231,2,1,1,1,1,36,available,Biarritz Océan,https://picsum.photos/seed/room-biarritz-ocean-7/800/600;https://picsum.photos/seed/room-biarritz-ocean-7-b/800/600
Suite Panorama Biarritz,Suite avec balcon ou terrasse et vue panoramique sur les environs.,266,2,1,1,1,1,42,available,Biarritz Océan,https://picsum.photos/seed/room-biarritz-ocean-8/800/600
Suite Prestige Biarritz,Suite haut de gamme avec service de chambre 24h/24 et produits d'accueil bio. Accès spa et late check-out sur demande.,308,2,1,1,1,1,48,maintenance,Biarritz Océan,https://picsum.photos/seed/room-biarritz-ocean-9/800/600
Chambre Économique Biarritz,Option économique propre et fonctionnelle pour courts séjours.,105,1,1,1,1,1,16,available,Biarritz Océan,https://picsum.photos/seed/room-biarritz-ocean-10/800/600;https://picsum.photos/seed/room-biarritz-ocean-10-b/800/600
Chambre Accessible PMR Biarritz,"Chambre adaptée mobilité réduite, douche à l'italienne et barres d'appui.",147,2,1,1,1,1,25,available,Biarritz Océan,https://picsum.photos/seed/room-biarritz-ocean-11/800/600
Duplex Vue Biarritz,"Duplex avec mezzanine, salon et literie king size pour séjours prolongés.",245,3,1,1,2,1,45,maintenance,Biarritz Océan,https://picsum.photos/seed/room-biarritz-ocean-12/800/600
Chambre Standard Cannes,"Chambre confortable avec literie premium, climatisation et Wi-Fi fibre.",175,2,1,1,1,1,22,available,Cannes Croisette,https://picsum.photos/seed/room-cannes-croisette-1/800/600;https://picsum.photos/seed/room-cannes-croisette-1-b/800/600
Chambre Supérieure Cannes,"Espace optimisé avec bureau, machine Nespresso et salle de bain moderne.",201,2,1,1,1,1,26,available,Cannes Croisette,https://picsum.photos/seed/room-cannes-croisette-2/800/600
Chambre Deluxe Cannes,"Chambre spacieuse avec vue partielle, minibar et peignoirs fournis.",236,2,1,1,1,1,30,available,Cannes Croisette,https://picsum.photos/seed/room-cannes-croisette-3/800/600
Chambre Twin Cannes,"Deux lits simples idéale pour collègues ou amis, espace rangement généreux.",193,2,1,1,2,1,24,available,Cannes Croisette,https://picsum.photos/seed/room-cannes-croisette-4/800/600;https://picsum.photos/seed/room-cannes-croisette-4-b/800/600
Chambre Familiale Cannes,Grande chambre pouvant accueillir jusqu'à quatre personnes avec canapé-lit.,254,4,2,1,2,1,38,available,Cannes Croisette,https://picsum.photos/seed/room-cannes-croisette-5/800/600
Studio Affaires Cannes,"Studio avec coin bureau, prise USB-C et accès salle de réunion sur demande.",210,1,1,1,1,1,28,occupied,Cannes Croisette,https://picsum.photos/seed/room-cannes-croisette-6/800/600
Junior Suite Cannes,"Junior suite avec salon séparé, baignoire et vue sur la ville.",289,2,1,1,1,1,36,available,Cannes Croisette,https://picsum.photos/seed/room-cannes-croisette-7/800/600;https://picsum.photos/seed/room-cannes-croisette-7-b/800/600
Suite Panorama Cannes,Suite avec balcon ou terrasse et vue panoramique sur les environs.,332,2,1,1,1,1,42,available,Cannes Croisette,https://picsum.photos/seed/room-cannes-croisette-8/800/600
Suite Prestige Cannes,Suite haut de gamme avec service de chambre 24h/24 et produits d'accueil bio. Accès spa et late check-out sur demande.,385,2,1,1,1,1,48,maintenance,Cannes Croisette,https://picsum.photos/seed/room-cannes-croisette-9/800/600
Chambre Économique Cannes,Option économique propre et fonctionnelle pour courts séjours.,131,1,1,1,1,1,16,available,Cannes Croisette,https://picsum.photos/seed/room-cannes-croisette-10/800/600;https://picsum.photos/seed/room-cannes-croisette-10-b/800/600
Chambre Accessible PMR Cannes,"Chambre adaptée mobilité réduite, douche à l'italienne et barres d'appui.",184,2,1,1,1,1,25,available,Cannes Croisette,https://picsum.photos/seed/room-cannes-croisette-11/800/600
Duplex Vue Cannes,"Duplex avec mezzanine, salon et literie king size pour séjours prolongés.",306,3,1,1,2,1,45,maintenance,Cannes Croisette,https://picsum.photos/seed/room-cannes-croisette-12/800/600
Chambre Standard Aix-en-Provence,"Chambre confortable avec literie premium, climatisation et Wi-Fi fibre.",118,2,1,1,1,1,22,available,Aix Cours Mirabeau,https://picsum.photos/seed/room-aix-mirabeau-1/800/600;https://picsum.photos/seed/room-aix-mirabeau-1-b/800/600
Chambre Supérieure Aix-en-Provence,"Espace optimisé avec bureau, machine Nespresso et salle de bain moderne.",136,2,1,1,1,1,26,available,Aix Cours Mirabeau,https://picsum.photos/seed/room-aix-mirabeau-2/800/600
Chambre Deluxe Aix-en-Provence,"Chambre spacieuse avec vue partielle, minibar et peignoirs fournis.",159,2,1,1,1,1,30,available,Aix Cours Mirabeau,https://picsum.photos/seed/room-aix-mirabeau-3/800/600
Chambre Twin Aix-en-Provence,"Deux lits simples idéale pour collègues ou amis, espace rangement généreux.",130,2,1,1,2,1,24,available,Aix Cours Mirabeau,https://picsum.photos/seed/room-aix-mirabeau-4/800/600;https://picsum.photos/seed/room-aix-mirabeau-4-b/800/600
Chambre Familiale Aix-en-Provence,Grande chambre pouvant accueillir jusqu'à quatre personnes avec canapé-lit.,171,4,2,1,2,1,38,available,Aix Cours Mirabeau,https://picsum.photos/seed/room-aix-mirabeau-5/800/600
Studio Affaires Aix-en-Provence,"Studio avec coin bureau, prise USB-C et accès salle de réunion sur demande.",142,1,1,1,1,1,28,occupied,Aix Cours Mirabeau,https://picsum.photos/seed/room-aix-mirabeau-6/800/600
Junior Suite Aix-en-Provence,"Junior suite avec salon séparé, baignoire et vue sur la ville.",195,2,1,1,1,1,36,available,Aix Cours Mirabeau,https://picsum.photos/seed/room-aix-mirabeau-7/800/600;https://picsum.photos/seed/room-aix-mirabeau-7-b/800/600
Suite Panorama Aix-en-Provence,Suite avec balcon ou terrasse et vue panoramique sur les environs.,224,2,1,1,1,1,42,available,Aix Cours Mirabeau,https://picsum.photos/seed/room-aix-mirabeau-8/800/600
Suite Prestige Aix-en-Provence,Suite haut de gamme avec service de chambre 24h/24 et produits d'accueil bio. Accès spa et late check-out sur demande.,260,2,1,1,1,1,48,maintenance,Aix Cours Mirabeau,https://picsum.photos/seed/room-aix-mirabeau-9/800/600
Chambre Économique Aix-en-Provence,Option économique propre et fonctionnelle pour courts séjours.,88,1,1,1,1,1,16,available,Aix Cours Mirabeau,https://picsum.photos/seed/room-aix-mirabeau-10/800/600;https://picsum.photos/seed/room-aix-mirabeau-10-b/800/600
Chambre Accessible PMR Aix-en-Provence,"Chambre adaptée mobilité réduite, douche à l'italienne et barres d'appui.",124,2,1,1,1,1,25,available,Aix Cours Mirabeau,https://picsum.photos/seed/room-aix-mirabeau-11/800/600
Duplex Vue Aix-en-Provence,"Duplex avec mezzanine, salon et literie king size pour séjours prolongés.",206,3,1,1,2,1,45,maintenance,Aix Cours Mirabeau,https://picsum.photos/seed/room-aix-mirabeau-12/800/600
Chambre Standard Avignon,"Chambre confortable avec literie premium, climatisation et Wi-Fi fibre.",89,2,1,1,1,1,22,available,Avignon Palais des Papes,https://picsum.photos/seed/room-avignon-papes-1/800/600;https://picsum.photos/seed/room-avignon-papes-1-b/800/600
Chambre Supérieure Avignon,"Espace optimisé avec bureau, machine Nespresso et salle de bain moderne.",102,2,1,1,1,1,26,available,Avignon Palais des Papes,https://picsum.photos/seed/room-avignon-papes-2/800/600
Chambre Deluxe Avignon,"Chambre spacieuse avec vue partielle, minibar et peignoirs fournis.",120,2,1,1,1,1,30,available,Avignon Palais des Papes,https://picsum.photos/seed/room-avignon-papes-3/800/600
Chambre Twin Avignon,"Deux lits simples idéale pour collègues ou amis, espace rangement généreux.",98,2,1,1,2,1,24,available,Avignon Palais des Papes,https://picsum.photos/seed/room-avignon-papes-4/800/600;https://picsum.photos/seed/room-avignon-papes-4-b/800/600
Chambre Familiale Avignon,Grande chambre pouvant accueillir jusqu'à quatre personnes avec canapé-lit.,129,4,2,1,2,1,38,available,Avignon Palais des Papes,https://picsum.photos/seed/room-avignon-papes-5/800/600
Studio Affaires Avignon,"Studio avec coin bureau, prise USB-C et accès salle de réunion sur demande.",107,1,1,1,1,1,28,occupied,Avignon Palais des Papes,https://picsum.photos/seed/room-avignon-papes-6/800/600
Junior Suite Avignon,"Junior suite avec salon séparé, baignoire et vue sur la ville.",147,2,1,1,1,1,36,available,Avignon Palais des Papes,https://picsum.photos/seed/room-avignon-papes-7/800/600;https://picsum.photos/seed/room-avignon-papes-7-b/800/600
Suite Panorama Avignon,Suite avec balcon ou terrasse et vue panoramique sur les environs.,169,2,1,1,1,1,42,available,Avignon Palais des Papes,https://picsum.photos/seed/room-avignon-papes-8/800/600
Suite Prestige Avignon,Suite haut de gamme avec service de chambre 24h/24 et produits d'accueil bio.,196,2,1,1,1,1,48,maintenance,Avignon Palais des Papes,https://picsum.photos/seed/room-avignon-papes-9/800/600
Chambre Économique Avignon,Option économique propre et fonctionnelle pour courts séjours.,67,1,1,1,1,1,16,available,Avignon Palais des Papes,https://picsum.photos/seed/room-avignon-papes-10/800/600;https://picsum.photos/seed/room-avignon-papes-10-b/800/600
Chambre Accessible PMR Avignon,"Chambre adaptée mobilité réduite, douche à l'italienne et barres d'appui.",93,2,1,1,1,1,25,available,Avignon Palais des Papes,https://picsum.photos/seed/room-avignon-papes-11/800/600
Duplex Vue Avignon,"Duplex avec mezzanine, salon et literie king size pour séjours prolongés.",156,3,1,1,2,1,45,maintenance,Avignon Palais des Papes,https://picsum.photos/seed/room-avignon-papes-12/800/600
Chambre Standard Dijon,"Chambre confortable avec literie premium, climatisation et Wi-Fi fibre.",82,2,1,1,1,1,22,available,Dijon Bourgogne,https://picsum.photos/seed/room-dijon-bourgogne-1/800/600;https://picsum.photos/seed/room-dijon-bourgogne-1-b/800/600
Chambre Supérieure Dijon,"Espace optimisé avec bureau, machine Nespresso et salle de bain moderne.",94,2,1,1,1,1,26,available,Dijon Bourgogne,https://picsum.photos/seed/room-dijon-bourgogne-2/800/600
Chambre Deluxe Dijon,"Chambre spacieuse avec vue partielle, minibar et peignoirs fournis.",111,2,1,1,1,1,30,available,Dijon Bourgogne,https://picsum.photos/seed/room-dijon-bourgogne-3/800/600
Chambre Twin Dijon,"Deux lits simples idéale pour collègues ou amis, espace rangement généreux.",90,2,1,1,2,1,24,available,Dijon Bourgogne,https://picsum.photos/seed/room-dijon-bourgogne-4/800/600;https://picsum.photos/seed/room-dijon-bourgogne-4-b/800/600
Chambre Familiale Dijon,Grande chambre pouvant accueillir jusqu'à quatre personnes avec canapé-lit.,119,4,2,1,2,1,38,available,Dijon Bourgogne,https://picsum.photos/seed/room-dijon-bourgogne-5/800/600
Studio Affaires Dijon,"Studio avec coin bureau, prise USB-C et accès salle de réunion sur demande.",98,1,1,1,1,1,28,occupied,Dijon Bourgogne,https://picsum.photos/seed/room-dijon-bourgogne-6/800/600
Junior Suite Dijon,"Junior suite avec salon séparé, baignoire et vue sur la ville.",135,2,1,1,1,1,36,available,Dijon Bourgogne,https://picsum.photos/seed/room-dijon-bourgogne-7/800/600;https://picsum.photos/seed/room-dijon-bourgogne-7-b/800/600
Suite Panorama Dijon,Suite avec balcon ou terrasse et vue panoramique sur les environs.,156,2,1,1,1,1,42,available,Dijon Bourgogne,https://picsum.photos/seed/room-dijon-bourgogne-8/800/600
Suite Prestige Dijon,Suite haut de gamme avec service de chambre 24h/24 et produits d'accueil bio.,180,2,1,1,1,1,48,maintenance,Dijon Bourgogne,https://picsum.photos/seed/room-dijon-bourgogne-9/800/600
Chambre Économique Dijon,Option économique propre et fonctionnelle pour courts séjours.,62,1,1,1,1,1,16,available,Dijon Bourgogne,https://picsum.photos/seed/room-dijon-bourgogne-10/800/600;https://picsum.photos/seed/room-dijon-bourgogne-10-b/800/600
Chambre Accessible PMR Dijon,"Chambre adaptée mobilité réduite, douche à l'italienne et barres d'appui.",86,2,1,1,1,1,25,available,Dijon Bourgogne,https://picsum.photos/seed/room-dijon-bourgogne-11/800/600
Duplex Vue Dijon,"Duplex avec mezzanine, salon et literie king size pour séjours prolongés.",144,3,1,1,2,1,45,maintenance,Dijon Bourgogne,https://picsum.photos/seed/room-dijon-bourgogne-12/800/600
Chambre Standard Tours,"Chambre confortable avec literie premium, climatisation et Wi-Fi fibre.",96,2,1,1,1,1,22,available,Tours Loire Valley,https://picsum.photos/seed/room-tours-loire-1/800/600;https://picsum.photos/seed/room-tours-loire-1-b/800/600
Chambre Supérieure Tours,"Espace optimisé avec bureau, machine Nespresso et salle de bain moderne.",110,2,1,1,1,1,26,available,Tours Loire Valley,https://picsum.photos/seed/room-tours-loire-2/800/600
Chambre Deluxe Tours,"Chambre spacieuse avec vue partielle, minibar et peignoirs fournis.",130,2,1,1,1,1,30,available,Tours Loire Valley,https://picsum.photos/seed/room-tours-loire-3/800/600
Chambre Twin Tours,"Deux lits simples idéale pour collègues ou amis, espace rangement généreux.",106,2,1,1,2,1,24,available,Tours Loire Valley,https://picsum.photos/seed/room-tours-loire-4/800/600;https://picsum.photos/seed/room-tours-loire-4-b/800/600
Chambre Familiale Tours,Grande chambre pouvant accueillir jusqu'à quatre personnes avec canapé-lit.,139,4,2,1,2,1,38,available,Tours Loire Valley,https://picsum.photos/seed/room-tours-loire-5/800/600
Studio Affaires Tours,"Studio avec coin bureau, prise USB-C et accès salle de réunion sur demande.",115,1,1,1,1,1,28,occupied,Tours Loire Valley,https://picsum.photos/seed/room-tours-loire-6/800/600
Junior Suite Tours,"Junior suite avec salon séparé, baignoire et vue sur la ville.",158,2,1,1,1,1,36,available,Tours Loire Valley,https://picsum.photos/seed/room-tours-loire-7/800/600;https://picsum.photos/seed/room-tours-loire-7-b/800/600
Suite Panorama Tours,Suite avec balcon ou terrasse et vue panoramique sur les environs.,182,2,1,1,1,1,42,available,Tours Loire Valley,https://picsum.photos/seed/room-tours-loire-8/800/600
Suite Prestige Tours,Suite haut de gamme avec service de chambre 24h/24 et produits d'accueil bio.,211,2,1,1,1,1,48,maintenance,Tours Loire Valley,https://picsum.photos/seed/room-tours-loire-9/800/600
Chambre Économique Tours,Option économique propre et fonctionnelle pour courts séjours.,72,1,1,1,1,1,16,available,Tours Loire Valley,https://picsum.photos/seed/room-tours-loire-10/800/600;https://picsum.photos/seed/room-tours-loire-10-b/800/600
Chambre Accessible PMR Tours,"Chambre adaptée mobilité réduite, douche à l'italienne et barres d'appui.",101,2,1,1,1,1,25,available,Tours Loire Valley,https://picsum.photos/seed/room-tours-loire-11/800/600
Duplex Vue Tours,"Duplex avec mezzanine, salon et literie king size pour séjours prolongés.",168,3,1,1,2,1,45,maintenance,Tours Loire Valley,https://picsum.photos/seed/room-tours-loire-12/800/600
Chambre Standard Toulon,"Chambre confortable avec literie premium, climatisation et Wi-Fi fibre.",108,2,1,1,1,1,22,available,Toulon Mourillon,https://picsum.photos/seed/room-toulon-mourillon-1/800/600;https://picsum.photos/seed/room-toulon-mourillon-1-b/800/600
Chambre Supérieure Toulon,"Espace optimisé avec bureau, machine Nespresso et salle de bain moderne.",124,2,1,1,1,1,26,available,Toulon Mourillon,https://picsum.photos/seed/room-toulon-mourillon-2/800/600
Chambre Deluxe Toulon,"Chambre spacieuse avec vue partielle, minibar et peignoirs fournis.",146,2,1,1,1,1,30,available,Toulon Mourillon,https://picsum.photos/seed/room-toulon-mourillon-3/800/600
Chambre Twin Toulon,"Deux lits simples idéale pour collègues ou amis, espace rangement généreux.",119,2,1,1,2,1,24,available,Toulon Mourillon,https://picsum.photos/seed/room-toulon-mourillon-4/800/600;https://picsum.photos/seed/room-toulon-mourillon-4-b/800/600
Chambre Familiale Toulon,Grande chambre pouvant accueillir jusqu'à quatre personnes avec canapé-lit.,157,4,2,1,2,1,38,available,Toulon Mourillon,https://picsum.photos/seed/room-toulon-mourillon-5/800/600
Studio Affaires Toulon,"Studio avec coin bureau, prise USB-C et accès salle de réunion sur demande.",130,1,1,1,1,1,28,occupied,Toulon Mourillon,https://picsum.photos/seed/room-toulon-mourillon-6/800/600
Junior Suite Toulon,"Junior suite avec salon séparé, baignoire et vue sur la ville.",178,2,1,1,1,1,36,available,Toulon Mourillon,https://picsum.photos/seed/room-toulon-mourillon-7/800/600;https://picsum.photos/seed/room-toulon-mourillon-7-b/800/600
Suite Panorama Toulon,Suite avec balcon ou terrasse et vue panoramique sur les environs.,205,2,1,1,1,1,42,available,Toulon Mourillon,https://picsum.photos/seed/room-toulon-mourillon-8/800/600
Suite Prestige Toulon,Suite haut de gamme avec service de chambre 24h/24 et produits d'accueil bio.,238,2,1,1,1,1,48,maintenance,Toulon Mourillon,https://picsum.photos/seed/room-toulon-mourillon-9/800/600
Chambre Économique Toulon,Option économique propre et fonctionnelle pour courts séjours.,81,1,1,1,1,1,16,available,Toulon Mourillon,https://picsum.photos/seed/room-toulon-mourillon-10/800/600;https://picsum.photos/seed/room-toulon-mourillon-10-b/800/600
Chambre Accessible PMR Toulon,"Chambre adaptée mobilité réduite, douche à l'italienne et barres d'appui.",113,2,1,1,1,1,25,available,Toulon Mourillon,https://picsum.photos/seed/room-toulon-mourillon-11/800/600
Duplex Vue Toulon,"Duplex avec mezzanine, salon et literie king size pour séjours prolongés.",189,3,1,1,2,1,45,maintenance,Toulon Mourillon,https://picsum.photos/seed/room-toulon-mourillon-12/800/600
